"","X","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"2674","FBgn0036932",4.92208629,4.86339951,63.10502669,5.5e-12,2.64e-11,18.06181396
"2675","FBgn0034961",4.443638529,4.203103096,63.09690544,5.51e-12,2.65e-11,17.95999827
"2676","FBgn0031043",4.82897522,4.979570836,63.06524623,5.53e-12,2.65e-11,18.03918875
"2677","FBgn0035206",5.860213185,5.832967395,63.05712536,5.54e-12,2.66e-11,18.22318895
"2678","FBgn0051935",5.067414458,4.987346113,63.02496624,5.56e-12,2.67e-11,18.08201251
"2679","FBgn0039186",6.454794175,6.452185939,63.01826079,5.56e-12,2.67e-11,18.28493941
"2680","FBgn0038721",6.199685682,6.078468006,62.99941627,5.58e-12,2.67e-11,18.2599777
"2681","FBgn0262103",6.392313075,6.329018672,62.99073563,5.58e-12,2.67e-11,18.27720501
"2682","FBgn0031492",5.421721317,5.412410236,62.98271862,5.59e-12,2.68e-11,18.14408561
"2683","FBgn0039751",4.434719695,4.323329986,62.97308083,5.59e-12,2.68e-11,17.9460433
"2684","FBgn0261641",7.262817679,7.253853759,62.96729932,5.6e-12,2.68e-11,18.31987105
"2685","FBgn0083940",5.640233909,5.630800009,62.95308929,5.61e-12,2.68e-11,18.17820508
"2686","FBgn0052758",6.855581642,6.900468663,62.93836246,5.62e-12,2.69e-11,18.29974593
"2687","FBgn0058439",5.382474688,5.319009631,62.93629184,5.62e-12,2.69e-11,18.13174109
"2688","FBgn0039929",5.538693394,5.595261768,62.91673444,5.63e-12,2.69e-11,18.15742228
"2689","FBgn0261361",4.881924891,4.614596001,62.90629917,5.64e-12,2.69e-11,18.03362437
"2690","FBgn0262516",4.881924891,4.614596001,62.90629917,5.64e-12,2.69e-11,18.03362437
"2691","FBgn0000083",8.296308052,8.316033646,62.89195104,5.65e-12,2.7e-11,18.34894831
"2692","FBgn0031590",7.078450405,7.135730751,62.8674581,5.67e-12,2.71e-11,18.30128287
"2693","FBgn0039730",4.777350146,4.762340827,62.86366882,5.67e-12,2.71e-11,18.00884931
"2694","FBgn0001125",7.098729871,6.94214693,62.8446251,5.69e-12,2.71e-11,18.29949723
"2695","FBgn0035357",7.218087639,7.21180253,62.83816473,5.69e-12,2.71e-11,18.30357443
"2696","FBgn0034722",6.398939145,6.409163676,62.82642086,5.7e-12,2.71e-11,18.25968368
"2697","FBgn0040623",5.204973144,5.059767936,62.8387061,5.69e-12,2.71e-11,18.08865398
"2698","FBgn0035603",5.189125693,5.257605193,62.82659659,5.7e-12,2.71e-11,18.08492871
"2699","FBgn0030695",4.537159678,4.546094351,62.83230631,5.69e-12,2.71e-11,17.95575302
"2700","FBgn0026378",4.488881846,4.394195986,62.82709851,5.7e-12,2.71e-11,17.94423609
"2701","FBgn0040091",4.930442429,4.990189607,62.80064461,5.72e-12,2.72e-11,18.032487
"2702","FBgn0037609",4.18718044,4.012222871,62.80018792,5.72e-12,2.72e-11,17.86597683
"2703","FBgn0040206",5.842522739,5.816001621,62.77743548,5.73e-12,2.73e-11,18.19126209
"2704","FBgn0038763",4.537242369,4.614662191,62.7657788,5.74e-12,2.73e-11,17.94894906
"2705","FBgn0035237",7.937279811,7.972231571,62.76040303,5.75e-12,2.73e-11,18.32389167
"2706","FBgn0030208",7.784456731,7.806864365,62.7558584,5.75e-12,2.73e-11,18.31779447
"2707","FBgn0037918",6.546609715,6.524028364,62.74793169,5.76e-12,2.73e-11,18.26183703
"2708","FBgn0004057",5.486662159,5.383224057,62.71819742,5.78e-12,2.74e-11,18.12796228
"2709","FBgn0019949",4.722159698,4.63339259,62.71957756,5.78e-12,2.74e-11,17.98341378
"2710","FBgn0265574",5.405636051,5.403313543,62.70896043,5.78e-12,2.74e-11,18.11254557
"2711","FBgn0027597",4.826970564,4.747284401,62.69881691,5.79e-12,2.74e-11,18.00231855
"2712","FBgn0261794",7.302850508,7.240865621,62.69521858,5.79e-12,2.74e-11,18.29089287
"2713","FBgn0261931",5.888221439,5.889259749,62.68030989,5.8e-12,2.75e-11,18.18684369
"2714","FBgn0028563",5.273626039,5.174634009,62.68017727,5.8e-12,2.75e-11,18.08586077
"2715","FBgn0005355",5.192046826,5.174059621,62.68392352,5.8e-12,2.75e-11,18.0710147
"2716","FBgn0038855",5.015100478,4.873083437,62.68017571,5.8e-12,2.75e-11,18.03697761
"2717","FBgn0020278",6.911876981,6.769000736,62.65465637,5.82e-12,2.75e-11,18.27057388
"2718","FBgn0031682",4.583281513,4.44038724,62.6469915,5.83e-12,2.76e-11,17.94739276
"2719","FBgn0032774",5.678149972,5.498602149,62.61761015,5.85e-12,2.76e-11,18.14920561
"2720","FBgn0264273",7.108780758,7.213017259,62.58882942,5.87e-12,2.77e-11,18.27120716
"2721","FBgn0038953",5.451199027,5.434249055,62.5434983,5.91e-12,2.79e-11,18.10318208
"2722","FBgn0038432",4.567144401,4.613258556,62.53764725,5.91e-12,2.79e-11,17.93291809
"2723","FBgn0020493",6.399550645,6.405025385,62.53465394,5.91e-12,2.79e-11,18.22741763
"2724","FBgn0030608",8.604023665,8.669352596,62.51524142,5.93e-12,2.79e-11,18.31096216
"2725","FBgn0250754",7.300089402,7.3165709,62.51452077,5.93e-12,2.79e-11,18.27038182
"2726","FBgn0083992",4.244693362,4.263862193,62.50963713,5.93e-12,2.8e-11,17.85396897
"2727","FBgn0001098",7.827995342,8.096160699,62.50046649,5.94e-12,2.8e-11,18.29013587
"2728","FBgn0004583",7.742537235,7.723099335,62.47335412,5.96e-12,2.81e-11,18.28392155
"2729","FBgn0036165",9.193892075,9.256139545,62.46896374,5.96e-12,2.81e-11,18.31011813
"2730","FBgn0031118",7.085315566,6.9394453,62.45730552,5.97e-12,2.81e-11,18.25537872
"2731","FBgn0038810",5.955219139,5.801119321,62.45606136,5.97e-12,2.81e-11,18.17129216
"2732","FBgn0031217",4.547197114,4.478161612,62.42966573,5.99e-12,2.82e-11,17.91794539
"2733","FBgn0022943",4.172729906,4.200325928,62.43219609,5.99e-12,2.82e-11,17.82713564
"2734","FBgn0037963",7.53169476,7.630102483,62.421415,6e-12,2.82e-11,18.2692822
"2735","FBgn0029067",5.237326539,5.229422705,62.41776375,6e-12,2.82e-11,18.0518393
"2736","FBgn0034246",6.840909641,6.750447046,62.41057801,6.01e-12,2.82e-11,18.24002882
"2737","FBgn0261524",5.396533007,5.420006981,62.39592001,6.02e-12,2.82e-11,18.07822605
"2738","FBgn0262714",6.455210908,6.406106949,62.37797752,6.03e-12,2.83e-11,18.21411219
"2739","FBgn0037659",6.752228152,6.862052706,62.37487553,6.03e-12,2.83e-11,18.23194817
"2740","FBgn0005596",5.340490803,5.296712971,62.3539195,6.05e-12,2.84e-11,18.06419968
"2741","FBgn0039714",6.731327276,6.755948446,62.34427666,6.06e-12,2.84e-11,18.22742508
"2742","FBgn0003447",9.13037998,9.017432682,62.33940955,6.06e-12,2.84e-11,18.29480372
"2743","FBgn0034858",5.386222858,5.29673619,62.33850022,6.06e-12,2.84e-11,18.0697033
"2744","FBgn0028507",4.837525645,4.842429667,62.33234211,6.07e-12,2.84e-11,17.96706699
"2745","FBgn0034032",4.73300779,4.707835181,62.32897127,6.07e-12,2.84e-11,17.94667747
"2746","FBgn0011300",7.307804223,7.28803241,62.30568605,6.09e-12,2.85e-11,18.24692624
"2747","FBgn0023177",5.992873169,5.968509315,62.28431814,6.1e-12,2.85e-11,18.15824644
"2748","FBgn0035334",4.884730387,5.017593969,62.26256722,6.12e-12,2.86e-11,17.96920365
"2749","FBgn0031381",7.067106567,6.803702156,62.25712797,6.12e-12,2.86e-11,18.23197096
"2750","FBgn0265140",8.370463532,8.042363111,62.25072349,6.13e-12,2.86e-11,18.27641774
"2751","FBgn0003301",6.647402365,6.772562379,62.25331264,6.13e-12,2.86e-11,18.21255964
"2752","FBgn0037621",4.983959035,4.953258061,62.24520512,6.13e-12,2.86e-11,17.98690174
"2753","FBgn0001124",7.425542485,7.545713009,62.22700151,6.15e-12,2.87e-11,18.24266614
"2754","FBgn0031424",5.36129897,5.485793101,62.21609971,6.16e-12,2.87e-11,18.05296252
"2755","FBgn0037020",4.436176251,4.496530082,62.20896259,6.16e-12,2.87e-11,17.87184446
"2756","FBgn0003062",5.189650826,5.22431101,62.19023302,6.18e-12,2.88e-11,18.01918498
"2757","FBgn0000119",7.165294514,7.192639492,62.17621375,6.19e-12,2.88e-11,18.22661785
"2758","FBgn0031760",5.029944987,4.959483234,62.17719437,6.19e-12,2.88e-11,17.98834622
"2759","FBgn0034396",4.703603153,4.745744109,62.15946108,6.2e-12,2.89e-11,17.92324434
"2760","FBgn0001092",8.44045397,8.456623045,62.1183888,6.23e-12,2.9e-11,18.26232864
"2761","FBgn0030114",8.734655366,8.703893255,62.10581505,6.24e-12,2.9e-11,18.26478293
"2762","FBgn0051390",4.247163172,4.168101906,62.09618138,6.25e-12,2.91e-11,17.81444918
"2763","FBgn0004903",6.306573725,6.333810342,62.06620352,6.27e-12,2.92e-11,18.16734982
"2764","FBgn0032779",4.311307157,4.372408593,62.06850993,6.27e-12,2.92e-11,17.82796597
"2765","FBgn0052594",6.124978011,6.131374899,62.05016625,6.29e-12,2.92e-11,18.14766981
"2766","FBgn0027055",5.541954391,5.487749885,62.0475804,6.29e-12,2.92e-11,18.0660122
"2767","FBgn0000316",5.421574688,5.345395027,62.03895305,6.3e-12,2.92e-11,18.04475829
"2768","FBgn0263392",8.547555467,8.519841054,62.02005788,6.31e-12,2.93e-11,18.25248053
"2769","FBgn0035375",5.449079276,5.270274097,62.02208974,6.31e-12,2.93e-11,18.0468412
"2770","FBgn0003386",4.826196716,4.986081757,62.02085446,6.31e-12,2.93e-11,17.93337916
"2771","FBgn0262139",5.482806749,5.392673239,62.01515656,6.32e-12,2.93e-11,18.05262827
"2772","FBgn0035401",4.412692812,4.281869884,61.99963769,6.33e-12,2.93e-11,17.84543052
"2773","FBgn0028400",6.003782663,6.036903716,61.99497751,6.33e-12,2.93e-11,18.12777677
"2774","FBgn0022987",6.436173556,6.365297129,61.96504296,6.36e-12,2.94e-11,18.16640874
"2775","FBgn0011474",5.983683847,5.962095315,61.95359484,6.37e-12,2.95e-11,18.12064928
"2776","FBgn0032974",5.566214518,5.493496396,61.94968034,6.37e-12,2.95e-11,18.05958628
"2777","FBgn0026015",5.441708943,5.467655592,61.93270529,6.38e-12,2.95e-11,18.03692924
"2778","FBgn0003598",6.24257709,6.191343458,61.92497513,6.39e-12,2.95e-11,18.14596407
"2779","FBgn0261556",5.843019964,5.834154911,61.92102452,6.39e-12,2.95e-11,18.09851168
"2780","FBgn0036450",5.52900773,5.569233063,61.91983869,6.39e-12,2.95e-11,18.0501131
"2781","FBgn0030653",8.937918151,8.881361227,61.9031281,6.41e-12,2.96e-11,18.24269298
"2782","FBgn0051122",5.925926365,5.970660711,61.87471863,6.43e-12,2.97e-11,18.10459118
"2783","FBgn0036741",5.038962896,5.006495575,61.85661334,6.44e-12,2.97e-11,17.95654261
"2784","FBgn0004858",5.463801855,5.46680716,61.81992972,6.47e-12,2.99e-11,18.02838042
"2785","FBgn0037383",5.137080498,5.081851367,61.80108989,6.49e-12,2.99e-11,17.96956318
"2786","FBgn0261477",6.405363846,6.453121445,61.78511255,6.5e-12,3e-11,18.14400291
"2787","FBgn0031495",4.933302465,4.97901126,61.77783913,6.51e-12,3e-11,17.92915104
"2788","FBgn0040283",6.246686482,6.165432627,61.77456055,6.51e-12,3e-11,18.12955875
"2789","FBgn0005777",5.8801293,5.893016516,61.75123237,6.53e-12,3.01e-11,18.0848419
"2790","FBgn0034420",6.583266516,6.803066109,61.72838322,6.55e-12,3.02e-11,18.14956791
"2791","FBgn0027574",4.965776148,4.842617557,61.72759235,6.55e-12,3.02e-11,17.92948835
"2792","FBgn0261532",6.035315341,6.018521946,61.72356646,6.56e-12,3.02e-11,18.10155874
"2793","FBgn0033183",5.645110125,5.640723245,61.69523394,6.58e-12,3.03e-11,18.04468423
"2794","FBgn0002930",6.028026923,5.876974888,61.68663225,6.59e-12,3.03e-11,18.09670679
"2795","FBgn0261674",5.246921856,5.238747967,61.68901798,6.58e-12,3.03e-11,17.97671914
"2796","FBgn0025634",4.580805476,4.533158699,61.68715491,6.59e-12,3.03e-11,17.8508679
"2797","FBgn0026427",6.54967343,6.522880319,61.67687619,6.59e-12,3.03e-11,18.14175295
"2798","FBgn0030336",6.150389412,6.066951022,61.67539169,6.6e-12,3.03e-11,18.10895577
"2799","FBgn0027526",4.953884781,4.905950708,61.68007382,6.59e-12,3.03e-11,17.92263992
"2800","FBgn0037446",5.440916875,5.459110302,61.65998038,6.61e-12,3.03e-11,18.00777284
"2801","FBgn0260484",6.841798192,6.84889547,61.65337739,6.61e-12,3.03e-11,18.15401842
"2802","FBgn0033188",7.999780662,7.578489754,61.63399696,6.63e-12,3.04e-11,18.19538585
"2803","FBgn0034720",5.35831902,5.594316118,61.62692128,6.64e-12,3.04e-11,17.98988414
"2804","FBgn0037647",4.921102771,4.789490752,61.59041713,6.67e-12,3.05e-11,17.90727063
"2805","FBgn0034057",5.240783869,5.201768869,61.57998842,6.68e-12,3.06e-11,17.96463423
"2806","FBgn0039560",6.350846338,6.38648327,61.57587197,6.68e-12,3.06e-11,18.11604148
"2807","FBgn0038577",5.309973312,5.211657514,61.5242654,6.72e-12,3.08e-11,17.97026681
"2808","FBgn0032340",6.687458194,6.644527853,61.50965026,6.74e-12,3.08e-11,18.13037375
"2809","FBgn0014269",5.012054013,4.983222931,61.50340959,6.74e-12,3.08e-11,17.91534223
"2810","FBgn0036908",5.109922605,5.076970741,61.45606043,6.78e-12,3.1e-11,17.92817273
"2811","FBgn0039054",6.900646103,7.131909963,61.44158115,6.8e-12,3.1e-11,18.13222211
"2812","FBgn0261792",4.320989684,4.242652825,61.44244666,6.8e-12,3.1e-11,17.76882318
"2813","FBgn0038038",5.120873306,5.139789351,61.43782986,6.8e-12,3.11e-11,17.92811211
"2814","FBgn0010803",5.591883625,5.561467036,61.43155049,6.81e-12,3.11e-11,18.00717033
"2815","FBgn0037529",5.338421604,5.535626558,61.42799544,6.81e-12,3.11e-11,17.96499031
"2816","FBgn0260400",7.137233959,7.100423189,61.42374014,6.81e-12,3.11e-11,18.13907995
"2817","FBgn0035522",7.501775205,7.370492557,61.41300847,6.82e-12,3.11e-11,18.15160958
"2818","FBgn0036667",4.264499907,4.196455085,61.41285203,6.82e-12,3.11e-11,17.75168929
"2819","FBgn0003449",5.53910468,5.539984881,61.40012837,6.83e-12,3.11e-11,17.99565265
"2820","FBgn0024983",4.430765033,4.36122429,61.38476078,6.85e-12,3.12e-11,17.78805852
"2821","FBgn0259171",6.060814902,6.160522563,61.3693633,6.86e-12,3.12e-11,18.06503676
"2822","FBgn0030435",4.775992169,4.694097515,61.36631301,6.86e-12,3.12e-11,17.85651007
"2823","FBgn0037347",5.136816555,5.15258007,61.36077644,6.87e-12,3.13e-11,17.92299722
"2824","FBgn0267365",4.453579149,4.409505875,61.3410236,6.89e-12,3.13e-11,17.78917842
"2825","FBgn0029801",5.672464202,5.353527067,61.33225514,6.89e-12,3.13e-11,18.0086118
"2826","FBgn0028996",5.659700077,5.694546377,61.33384055,6.89e-12,3.13e-11,18.00725562
"2827","FBgn0039877",5.394211385,5.397129878,61.31914385,6.9e-12,3.14e-11,17.96267009
"2828","FBgn0000482",5.088314047,4.995688654,61.3019247,6.92e-12,3.14e-11,17.90791993
"2829","FBgn0015360",4.973800824,4.965906539,61.28890788,6.93e-12,3.15e-11,17.8856003
"2830","FBgn0037583",5.025748304,4.886383366,61.27819376,6.94e-12,3.15e-11,17.89354548
"2831","FBgn0037979",5.517468052,5.393515049,61.2676761,6.95e-12,3.15e-11,17.97707241
"2832","FBgn0037660",4.873134083,4.871294961,61.26551316,6.95e-12,3.15e-11,17.8646676
"2833","FBgn0050089",7.217693606,6.922636262,61.23946593,6.98e-12,3.16e-11,18.12053857
"2834","FBgn0027587",5.222567657,5.2116818,61.22836287,6.99e-12,3.17e-11,17.92402548
"2835","FBgn0015805",7.172695363,7.117922072,61.20845779,7e-12,3.17e-11,18.11538799
"2836","FBgn0266673",5.068253458,5.033698649,61.20985847,7e-12,3.17e-11,17.89426161
"2837","FBgn0016698",4.369669861,4.391571818,61.18627046,7.02e-12,3.18e-11,17.75467024
"2838","FBgn0035252",6.009137387,5.982160375,61.16748802,7.04e-12,3.19e-11,18.03607016
"2839","FBgn0029708",5.610805838,5.58835647,61.16838157,7.04e-12,3.19e-11,17.98138472
"2840","FBgn0039883",6.338983313,6.534779493,61.14839584,7.06e-12,3.19e-11,18.06638409
"2841","FBgn0027596",7.556149737,7.702342363,61.13538079,7.07e-12,3.2e-11,18.12131561
"2842","FBgn0035499",8.271222311,7.88431536,61.12931383,7.08e-12,3.2e-11,18.14252462
"2843","FBgn0010350",6.377690497,6.469450806,61.114153,7.09e-12,3.2e-11,18.06552344
"2844","FBgn0052103",7.090405572,7.016757184,61.10049461,7.1e-12,3.21e-11,18.09972952
"2845","FBgn0023528",6.967414781,6.863375314,61.08995339,7.11e-12,3.21e-11,18.09405285
"2846","FBgn0036958",6.670883159,6.635690324,61.08132007,7.12e-12,3.21e-11,18.08015561
"2847","FBgn0026749",5.27332714,5.2052263,61.074568,7.13e-12,3.22e-11,17.9163448
"2848","FBgn0037282",5.758346449,5.71946953,61.06908379,7.13e-12,3.22e-11,17.9924995
"2849","FBgn0030457",4.978078625,4.993712345,61.06138656,7.14e-12,3.22e-11,17.86234587
"2850","FBgn0028427",5.677159682,5.729685599,61.04999671,7.15e-12,3.22e-11,17.97825647
"2851","FBgn0036571",4.881066766,4.771689318,61.0384187,7.16e-12,3.23e-11,17.84237067
"2852","FBgn0032957",6.506977451,6.569432472,61.03356902,7.16e-12,3.23e-11,18.06528887
"2853","FBgn0051687",4.823566283,4.882320092,61.00609146,7.19e-12,3.24e-11,17.82857011
"2854","FBgn0050069",7.952172622,7.679479774,61.00084285,7.19e-12,3.24e-11,18.11924026
"2855","FBgn0036671",4.398999775,4.356775382,61.00024841,7.2e-12,3.24e-11,17.74229129
"2856","FBgn0020521",8.745561796,8.739866398,60.99649199,7.2e-12,3.24e-11,18.13349847
"2857","FBgn0024238",8.227023648,7.832499297,60.99111263,7.2e-12,3.24e-11,18.12507988
"2858","FBgn0263863",4.610635939,4.734442011,60.99132869,7.2e-12,3.24e-11,17.78592061
"2859","FBgn0043010",5.017794586,5.017490469,60.96953835,7.22e-12,3.25e-11,17.85999301
"2860","FBgn0038519",5.524520515,5.779091932,60.94798468,7.24e-12,3.25e-11,17.9435771
"2861","FBgn0016119",6.585552355,6.870493952,60.90857402,7.28e-12,3.27e-11,18.05556512
"2862","FBgn0030802",5.001438425,4.998409313,60.90342802,7.29e-12,3.27e-11,17.84942898
"2863","FBgn0037580",7.91622777,8.009614668,60.89321802,7.3e-12,3.27e-11,18.10538306
"2864","FBgn0037081",5.434225191,5.473659262,60.8920489,7.3e-12,3.27e-11,17.92338298
"2865","FBgn0040321",7.051552244,6.990654129,60.88287013,7.31e-12,3.28e-11,18.07297046
"2866","FBgn0260943",7.532878697,7.599955948,60.87395006,7.31e-12,3.28e-11,18.08961283
"2867","FBgn0004512",6.09444343,5.846139964,60.86996106,7.32e-12,3.28e-11,18.01142089
"2868","FBgn0028538",6.770512845,6.735591431,60.8654,7.32e-12,3.28e-11,18.05988825
"2869","FBgn0034572",5.230501094,5.173822594,60.83543466,7.35e-12,3.29e-11,17.88315316
"2870","FBgn0005322",5.037939184,5.054990673,60.82625027,7.36e-12,3.29e-11,17.84805031
"2871","FBgn0037606",4.345013229,4.370253706,60.80100503,7.38e-12,3.3e-11,17.70974502
"2872","FBgn0053155",5.319447109,5.360177949,60.79194964,7.39e-12,3.31e-11,17.89291012
"2873","FBgn0037026",5.146864991,5.095182169,60.77334966,7.41e-12,3.31e-11,17.86176717
"2874","FBgn0010638",7.397047354,7.217559456,60.75012647,7.43e-12,3.32e-11,18.06968818
"2875","FBgn0260855",6.733226542,6.635265621,60.75238675,7.43e-12,3.32e-11,18.04505324
"2876","FBgn0043806",5.14822098,5.046717589,60.748642,7.43e-12,3.32e-11,17.85924954
"2877","FBgn0030740",6.049799524,6.074607188,60.73648473,7.45e-12,3.32e-11,17.99218774
"2878","FBgn0003008",4.403040765,4.311936772,60.72786623,7.45e-12,3.33e-11,17.71511098
"2879","FBgn0010473",7.52132073,7.671147322,60.71411493,7.47e-12,3.33e-11,18.07021255
"2880","FBgn0035235",5.488496422,5.493359171,60.65661871,7.52e-12,3.36e-11,17.9059952
"2881","FBgn0036579",4.807654071,4.800527176,60.65244116,7.53e-12,3.36e-11,17.78828825
"2882","FBgn0032050",5.741895137,5.710352497,60.63781452,7.54e-12,3.36e-11,17.94192756
"2883","FBgn0034999",6.123563563,6.085401224,60.62711997,7.55e-12,3.37e-11,17.98740774
"2884","FBgn0025712",4.791461795,5.047656551,60.59763924,7.58e-12,3.38e-11,17.77909746
"2885","FBgn0031220",6.87161498,6.719140643,60.58230128,7.6e-12,3.38e-11,18.03096237
"2886","FBgn0014366",5.060928323,5.043632642,60.58444635,7.59e-12,3.38e-11,17.82649435
"2887","FBgn0005695",4.973195063,4.829540372,60.57729971,7.6e-12,3.38e-11,17.8099521
"2888","FBgn0085427",8.163234974,8.12410906,60.56115183,7.62e-12,3.39e-11,18.07212578
"2889","FBgn0086657",5.265523625,5.176156977,60.51960063,7.66e-12,3.41e-11,17.85479331
"2890","FBgn0046706",5.220667117,5.214814733,60.50108593,7.68e-12,3.41e-11,17.84525027
"2891","FBgn0036911",4.3629137,4.343375039,60.5017328,7.68e-12,3.41e-11,17.68370478
"2892","FBgn0023516",5.1898013,5.181893155,60.49581014,7.68e-12,3.41e-11,17.83902293
"2893","FBgn0034029",4.52474348,4.410097852,60.4733653,7.71e-12,3.42e-11,17.71518711
"2894","FBgn0039543",4.76887456,4.860277929,60.44459031,7.73e-12,3.43e-11,17.75927841
"2895","FBgn0040754",4.439878524,4.462711713,60.42376724,7.76e-12,3.44e-11,17.69212517
"2896","FBgn0001226",11.28545524,11.27939487,60.4155151,7.76e-12,3.44e-11,18.071519
"2897","FBgn0038149",7.963517243,8.254275581,60.41353061,7.77e-12,3.44e-11,18.04933539
"2898","FBgn0036762",7.505423816,7.846813076,60.41271463,7.77e-12,3.44e-11,18.03373405
"2899","FBgn0031696",5.35621965,5.394210955,60.39906867,7.78e-12,3.45e-11,17.85657029
"2900","FBgn0001218",11.20208768,10.97483057,60.37697522,7.8e-12,3.46e-11,18.06662493
"2901","FBgn0037943",5.064506377,5.052174065,60.32995531,7.85e-12,3.48e-11,17.79951922
"2902","FBgn0052677",5.324845076,5.33798331,60.32189443,7.86e-12,3.48e-11,17.84270468
"2903","FBgn0026415",8.677124904,8.267484702,60.31676097,7.87e-12,3.48e-11,18.05073469
"2904","FBgn0037255",5.20996729,5.210767903,60.30405585,7.88e-12,3.49e-11,17.82182478
"2905","FBgn0013342",6.411983153,6.665390538,60.27907088,7.9e-12,3.5e-11,17.97136896
"2906","FBgn0039625",4.420611681,4.521325616,60.27306793,7.91e-12,3.5e-11,17.67282338
"2907","FBgn0031092",5.700861065,5.680305403,60.25510028,7.93e-12,3.5e-11,17.89241771
"2908","FBgn0052641",5.577803476,5.461135153,60.2465076,7.94e-12,3.51e-11,17.87403326
"2909","FBgn0035372",4.215932794,4.114477537,60.23198412,7.95e-12,3.51e-11,17.62114807
"2910","FBgn0265623",5.684376199,5.718398893,60.22501193,7.96e-12,3.51e-11,17.88727175
